Timestamp,People_Count,Active_IDs
23:08:59,9,"[1, 2, 3, 4, 8, 10, 13, 21, 23]"
23:08:59,9,"[1, 2, 3, 4, 8, 10, 13, 21, 23]"
23:08:59,10,"[1, 2, 3, 4, 8, 10, 42, 13, 21, 23]"
23:08:59,10,"[1, 2, 3, 4, 37, 8, 10, 42, 13, 23]"
23:08:59,9,"[1, 2, 3, 4, 37, 8, 10, 13, 23]"
23:08:59,9,"[1, 2, 3, 4, 37, 8, 10, 13, 23]"
23:08:59,9,"[1, 2, 3, 4, 37, 8, 10, 13, 23]"
23:08:59,8,"[1, 2, 3, 4, 8, 10, 13, 23]"
23:08:59,9,"[1, 2, 3, 4, 37, 8, 10, 13, 23]"
23:08:59,9,"[1, 2, 3, 4, 37, 8, 10, 13, 23]"
23:08:59,9,"[1, 2, 3, 4, 8, 10, 13, 21, 23]"
23:08:59,9,"[1, 2, 3, 4, 8, 10, 13, 21, 23]"
23:08:59,9,"[1, 2, 3, 4, 8, 10, 13, 21, 23]"
23:08:59,9,"[1, 2, 3, 4, 8, 10, 13, 21, 23]"
23:08:59,9,"[1, 2, 3, 4, 8, 10, 13, 21, 23]"
23:08:59,10,"[1, 2, 3, 4, 8, 10, 13, 21, 53, 23]"
23:09:00,10,"[1, 2, 3, 4, 8, 10, 13, 21, 53, 23]"
23:09:00,10,"[1, 2, 3, 4, 8, 10, 13, 21, 53, 23]"
23:09:00,10,"[1, 2, 3, 4, 8, 10, 13, 21, 53, 23]"
23:09:00,9,"[1, 2, 3, 4, 8, 10, 13, 21, 23]"
23:09:00,9,"[1, 2, 3, 4, 8, 10, 13, 21, 23]"
23:09:00,8,"[1, 2, 3, 4, 8, 13, 21, 23]"
23:09:00,8,"[1, 2, 3, 4, 8, 13, 21, 23]"
23:09:00,8,"[1, 2, 3, 4, 8, 13, 21, 23]"
23:09:00,8,"[1, 2, 3, 4, 8, 13, 21, 23]"
23:09:00,8,"[1, 2, 3, 4, 8, 13, 21, 23]"
23:09:00,8,"[1, 2, 3, 4, 8, 13, 21, 23]"
23:09:00,8,"[1, 2, 3, 4, 8, 13, 21, 23]"
23:09:00,8,"[1, 2, 3, 4, 8, 13, 21, 23]"
23:09:00,8,"[1, 2, 3, 4, 8, 13, 21, 23]"
23:09:00,10,"[64, 1, 2, 3, 4, 66, 8, 13, 21, 23]"
23:09:00,10,"[64, 1, 2, 3, 4, 66, 8, 13, 21, 23]"
23:09:00,11,"[64, 1, 2, 3, 4, 66, 70, 8, 13, 21, 23]"
23:09:00,10,"[64, 1, 2, 3, 4, 66, 70, 8, 21, 23]"
23:09:00,9,"[64, 1, 2, 3, 4, 70, 8, 21, 23]"
23:09:00,8,"[64, 1, 2, 3, 4, 8, 21, 23]"
23:09:00,11,"[64, 1, 2, 3, 4, 66, 71, 8, 72, 21, 23]"
23:09:00,9,"[64, 1, 2, 4, 71, 8, 72, 21, 23]"
23:09:00,12,"[64, 1, 2, 4, 71, 8, 72, 75, 76, 77, 21, 23]"
23:09:00,11,"[64, 1, 2, 4, 71, 8, 72, 75, 76, 77, 23]"
23:09:00,11,"[64, 1, 2, 4, 71, 8, 72, 75, 76, 77, 23]"
23:09:01,10,"[64, 1, 2, 4, 71, 8, 72, 75, 77, 23]"
23:09:01,11,"[64, 1, 2, 4, 71, 8, 72, 75, 76, 77, 23]"
23:09:01,8,"[64, 1, 2, 4, 71, 8, 75, 23]"
23:09:01,8,"[64, 1, 2, 4, 71, 8, 75, 23]"
23:09:01,8,"[64, 1, 2, 4, 71, 8, 75, 23]"
23:09:01,11,"[64, 1, 2, 3, 4, 71, 8, 72, 75, 76, 23]"
23:09:01,11,"[64, 1, 2, 3, 4, 71, 8, 72, 75, 76, 23]"
23:09:01,11,"[64, 1, 2, 3, 4, 71, 8, 72, 75, 76, 23]"
23:09:01,11,"[64, 1, 2, 3, 4, 71, 8, 72, 75, 76, 23]"
23:09:01,11,"[64, 1, 2, 3, 4, 71, 8, 72, 75, 23, 91]"
23:09:01,12,"[64, 1, 2, 3, 4, 71, 8, 72, 75, 76, 23, 91]"
23:09:01,12,"[64, 1, 2, 3, 4, 70, 8, 72, 75, 76, 23, 91]"
23:09:01,11,"[64, 1, 2, 3, 4, 70, 8, 75, 76, 23, 91]"
23:09:01,9,"[64, 1, 2, 3, 4, 70, 8, 23, 91]"
23:09:01,10,"[64, 1, 2, 3, 4, 70, 8, 76, 23, 91]"
23:09:01,11,"[64, 1, 2, 3, 4, 70, 8, 72, 76, 23, 91]"
23:09:01,10,"[64, 1, 2, 4, 70, 8, 72, 76, 23, 91]"
23:09:01,9,"[64, 1, 2, 4, 70, 8, 76, 23, 91]"
23:09:01,9,"[64, 1, 2, 4, 70, 8, 76, 23, 91]"
23:09:01,10,"[64, 1, 2, 99, 4, 70, 8, 76, 23, 91]"
23:09:01,11,"[64, 1, 2, 99, 4, 70, 102, 8, 76, 23, 91]"
23:09:01,13,"[64, 1, 2, 99, 4, 70, 102, 8, 103, 104, 76, 23, 91]"
23:09:01,13,"[64, 1, 2, 99, 4, 70, 102, 8, 103, 104, 76, 23, 91]"
23:09:01,13,"[64, 1, 2, 99, 4, 70, 102, 8, 103, 104, 76, 23, 91]"
23:09:01,13,"[64, 1, 2, 99, 4, 70, 102, 8, 103, 104, 76, 23, 91]"
23:09:01,12,"[64, 1, 2, 99, 4, 70, 103, 8, 104, 76, 23, 91]"
23:09:02,10,"[64, 1, 2, 4, 70, 103, 8, 76, 110, 23]"
23:09:02,12,"[64, 1, 2, 99, 4, 70, 103, 8, 76, 110, 112, 23]"
23:09:02,13,"[64, 1, 2, 99, 4, 70, 103, 8, 76, 110, 112, 23, 91]"
23:09:02,12,"[1, 2, 99, 4, 70, 103, 8, 76, 110, 112, 23, 91]"
23:09:02,11,"[1, 2, 99, 4, 70, 103, 8, 76, 110, 23, 91]"
23:09:02,11,"[1, 2, 99, 4, 70, 103, 8, 76, 110, 23, 91]"
23:09:02,11,"[1, 2, 99, 4, 70, 103, 8, 76, 110, 23, 91]"
23:09:02,11,"[1, 2, 99, 4, 70, 103, 8, 76, 110, 23, 91]"
23:09:02,11,"[1, 2, 99, 4, 70, 103, 8, 76, 110, 23, 91]"
23:09:02,11,"[1, 2, 99, 4, 70, 103, 8, 76, 110, 23, 91]"
23:09:02,9,"[1, 2, 99, 4, 70, 103, 8, 23, 91]"
23:09:02,8,"[1, 2, 99, 4, 70, 103, 8, 23]"
23:09:02,9,"[1, 2, 99, 4, 70, 103, 8, 23, 91]"
23:09:02,9,"[64, 1, 2, 99, 4, 70, 103, 8, 23]"
23:09:02,9,"[64, 1, 2, 99, 4, 70, 103, 8, 23]"
23:09:02,7,"[64, 1, 2, 4, 70, 8, 23]"
23:09:02,8,"[64, 1, 2, 4, 70, 8, 112, 23]"
23:09:02,10,"[64, 1, 2, 4, 70, 103, 8, 112, 23, 91]"
23:09:02,9,"[64, 1, 2, 4, 70, 103, 8, 112, 23]"
23:09:02,9,"[64, 1, 2, 4, 70, 103, 8, 112, 23]"
23:09:02,11,"[64, 1, 2, 128, 4, 70, 103, 8, 112, 23, 91]"
23:09:02,9,"[64, 1, 2, 128, 4, 70, 8, 23, 91]"
23:09:02,8,"[128, 1, 2, 4, 70, 8, 23, 91]"
23:09:02,8,"[128, 1, 2, 4, 70, 8, 23, 91]"
23:09:02,8,"[128, 1, 2, 4, 70, 8, 136, 23]"
23:09:02,8,"[128, 1, 2, 4, 70, 8, 136, 23]"
23:09:03,9,"[128, 1, 2, 4, 70, 8, 136, 138, 23]"
23:09:03,8,"[128, 1, 2, 4, 70, 8, 138, 23]"
23:09:03,8,"[128, 1, 2, 4, 70, 8, 138, 23]"
23:09:03,8,"[128, 1, 2, 4, 70, 8, 138, 23]"
23:09:03,8,"[128, 1, 2, 4, 70, 8, 138, 23]"
23:09:03,8,"[128, 1, 2, 4, 70, 8, 138, 23]"
23:09:03,9,"[128, 1, 2, 4, 70, 8, 138, 147, 23]"
23:09:03,10,"[128, 1, 2, 64, 4, 70, 8, 138, 147, 23]"
23:09:03,11,"[128, 1, 2, 64, 4, 70, 8, 138, 147, 150, 23]"
23:09:03,11,"[128, 1, 2, 64, 4, 70, 8, 138, 147, 150, 23]"
23:09:03,9,"[128, 1, 2, 64, 4, 70, 8, 147, 23]"
23:09:03,9,"[128, 1, 2, 64, 4, 70, 8, 147, 23]"
23:09:03,9,"[128, 1, 2, 64, 4, 70, 8, 147, 23]"
23:09:03,9,"[128, 1, 2, 64, 4, 70, 8, 147, 23]"
23:09:03,9,"[128, 1, 2, 64, 4, 70, 8, 147, 23]"
23:09:03,9,"[128, 1, 2, 64, 4, 70, 8, 147, 23]"
23:09:03,8,"[128, 1, 2, 4, 70, 8, 147, 23]"
23:09:03,9,"[128, 1, 2, 4, 70, 8, 147, 23, 156]"
23:09:03,9,"[128, 1, 2, 4, 70, 8, 147, 23, 156]"
23:09:03,9,"[128, 1, 2, 4, 70, 8, 147, 23, 156]"
23:09:03,9,"[128, 1, 2, 4, 70, 8, 147, 23, 156]"
23:09:03,9,"[128, 1, 2, 4, 70, 8, 147, 23, 156]"
23:09:03,11,"[128, 1, 2, 4, 165, 70, 8, 147, 150, 23, 156]"
23:09:03,12,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 150, 23, 156]"
23:09:03,12,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 150, 23, 156]"
23:09:03,12,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 150, 23, 156]"
23:09:04,11,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,11,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,11,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,11,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,11,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,11,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,11,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,11,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,11,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,11,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,11,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,10,"[1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,11,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,11,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,11,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,11,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,11,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,10,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23]"
23:09:04,10,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23]"
23:09:04,10,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23]"
23:09:04,10,"[128, 1, 2, 4, 165, 70, 166, 8, 147, 23]"
23:09:04,9,"[1, 2, 4, 165, 70, 166, 8, 147, 23]"
23:09:04,10,"[1, 2, 4, 165, 70, 166, 8, 147, 23, 156]"
23:09:04,11,"[1, 2, 4, 165, 70, 166, 8, 169, 147, 23, 156]"
23:09:04,10,"[1, 2, 4, 165, 70, 8, 169, 147, 23, 156]"
23:09:04,11,"[1, 2, 4, 165, 70, 8, 169, 171, 147, 23, 156]"
23:09:05,10,"[1, 2, 4, 165, 70, 8, 169, 171, 147, 23]"
23:09:05,11,"[1, 2, 4, 165, 70, 8, 169, 171, 174, 147, 23]"
23:09:05,11,"[1, 2, 4, 165, 70, 8, 169, 171, 174, 147, 23]"
23:09:05,10,"[1, 2, 4, 165, 70, 8, 169, 174, 147, 23]"
23:09:05,10,"[1, 2, 4, 165, 70, 8, 169, 174, 147, 23]"
23:09:05,10,"[1, 2, 4, 165, 70, 8, 169, 174, 147, 23]"
23:09:05,10,"[1, 2, 4, 165, 70, 8, 169, 174, 147, 23]"
23:09:05,10,"[1, 2, 4, 165, 70, 8, 169, 174, 147, 23]"
23:09:05,10,"[1, 2, 4, 165, 70, 8, 169, 174, 147, 23]"
23:09:05,11,"[1, 2, 4, 165, 70, 8, 169, 174, 177, 147, 23]"
23:09:05,11,"[1, 2, 4, 165, 70, 8, 169, 174, 177, 147, 23]"
23:09:05,11,"[1, 2, 4, 165, 70, 8, 169, 174, 177, 147, 23]"
23:09:05,10,"[2, 4, 165, 70, 8, 169, 174, 177, 147, 23]"
23:09:05,10,"[2, 4, 165, 70, 8, 169, 174, 177, 147, 23]"
23:09:05,10,"[2, 4, 165, 70, 8, 169, 174, 177, 147, 23]"
23:09:05,10,"[2, 4, 165, 70, 8, 169, 174, 177, 147, 23]"
23:09:05,10,"[2, 4, 165, 70, 8, 169, 174, 177, 147, 23]"
23:09:05,11,"[2, 4, 165, 70, 8, 169, 174, 177, 147, 180, 23]"
23:09:05,11,"[2, 4, 165, 70, 8, 169, 174, 177, 147, 180, 23]"
23:09:05,12,"[1, 2, 4, 165, 70, 8, 169, 174, 177, 147, 180, 23]"
23:09:05,12,"[1, 2, 4, 165, 70, 8, 169, 174, 177, 147, 180, 23]"
23:09:05,12,"[1, 2, 4, 165, 70, 8, 169, 174, 177, 147, 180, 23]"
23:09:05,11,"[1, 2, 4, 165, 70, 8, 169, 174, 147, 180, 23]"
23:09:05,10,"[1, 2, 4, 165, 70, 8, 174, 147, 180, 23]"
23:09:05,10,"[1, 2, 4, 165, 70, 8, 174, 147, 180, 23]"
23:09:05,10,"[1, 2, 4, 165, 70, 8, 174, 147, 180, 23]"
23:09:06,10,"[1, 2, 4, 165, 70, 8, 174, 147, 180, 23]"
23:09:06,9,"[1, 2, 4, 70, 8, 174, 147, 180, 23]"
23:09:06,10,"[1, 2, 4, 196, 8, 174, 177, 147, 180, 23]"
23:09:06,10,"[1, 2, 4, 196, 8, 174, 177, 147, 180, 23]"
23:09:06,10,"[1, 2, 4, 196, 8, 174, 177, 147, 180, 23]"
23:09:06,10,"[1, 2, 4, 196, 8, 174, 177, 147, 180, 23]"
23:09:06,9,"[2, 4, 196, 8, 174, 177, 147, 180, 23]"
23:09:06,9,"[2, 4, 196, 8, 174, 177, 147, 180, 23]"
23:09:06,9,"[1, 2, 4, 196, 8, 177, 147, 180, 23]"
23:09:06,8,"[2, 4, 196, 8, 177, 147, 180, 23]"
23:09:06,9,"[1, 2, 4, 196, 8, 177, 147, 180, 23]"
23:09:06,9,"[1, 2, 4, 196, 8, 177, 147, 180, 23]"
23:09:06,12,"[1, 2, 4, 196, 165, 8, 208, 177, 209, 147, 180, 23]"
23:09:06,13,"[1, 2, 4, 196, 165, 70, 8, 208, 177, 209, 147, 180, 23]"
23:09:06,12,"[2, 4, 196, 165, 70, 8, 208, 177, 209, 147, 180, 23]"
23:09:06,12,"[2, 4, 196, 165, 70, 8, 208, 177, 209, 147, 180, 23]"
23:09:06,12,"[2, 4, 196, 165, 8, 208, 177, 209, 147, 180, 23, 216]"
23:09:06,12,"[2, 4, 196, 165, 8, 208, 177, 209, 147, 180, 23, 216]"
23:09:06,12,"[2, 4, 196, 165, 8, 208, 177, 209, 147, 180, 23, 216]"
23:09:06,11,"[2, 4, 165, 8, 208, 177, 209, 147, 180, 23, 216]"
23:09:06,10,"[2, 4, 165, 8, 208, 209, 147, 180, 23, 216]"
23:09:06,10,"[2, 4, 165, 8, 208, 209, 147, 180, 23, 216]"
23:09:06,10,"[2, 4, 165, 8, 208, 209, 147, 180, 23, 216]"
23:09:06,10,"[2, 4, 165, 8, 208, 209, 177, 147, 180, 23]"
23:09:06,10,"[2, 226, 4, 165, 208, 209, 177, 147, 180, 23]"
23:09:06,11,"[2, 226, 4, 165, 208, 209, 177, 147, 180, 23, 216]"
23:09:06,11,"[2, 226, 4, 165, 208, 209, 177, 147, 180, 23, 216]"
23:09:07,11,"[2, 226, 4, 165, 208, 209, 177, 147, 180, 23, 216]"
23:09:07,10,"[2, 4, 165, 208, 209, 177, 147, 180, 23, 216]"
23:09:07,10,"[2, 4, 165, 208, 209, 177, 147, 180, 23, 216]"
23:09:07,10,"[2, 4, 165, 208, 209, 177, 147, 180, 23, 216]"
23:09:07,10,"[2, 4, 165, 208, 209, 177, 147, 180, 23, 216]"
23:09:07,9,"[2, 4, 165, 208, 209, 177, 147, 180, 23]"
23:09:07,10,"[2, 4, 165, 208, 209, 177, 147, 180, 241, 23]"
23:09:07,10,"[2, 4, 165, 208, 209, 177, 147, 180, 23, 216]"
23:09:07,10,"[2, 165, 208, 209, 177, 147, 180, 244, 23, 216]"
23:09:07,11,"[2, 4, 165, 208, 209, 177, 147, 180, 244, 23, 216]"
23:09:07,9,"[2, 4, 209, 177, 147, 180, 244, 23, 216]"
23:09:07,9,"[2, 4, 177, 147, 180, 244, 23, 216, 247]"
23:09:07,9,"[2, 4, 177, 147, 180, 244, 23, 216, 247]"
23:09:07,11,"[2, 4, 251, 177, 147, 180, 244, 23, 216, 247, 252]"
23:09:07,12,"[2, 4, 251, 177, 147, 180, 244, 23, 216, 247, 252, 254]"
23:09:07,12,"[2, 4, 251, 177, 147, 180, 244, 23, 216, 247, 252, 254]"
23:09:07,12,"[2, 4, 251, 177, 147, 180, 244, 23, 216, 247, 252, 254]"
23:09:07,11,"[2, 4, 251, 177, 147, 180, 244, 23, 247, 252, 254]"
23:09:07,12,"[2, 4, 251, 177, 147, 180, 244, 23, 216, 247, 252, 254]"
23:09:07,13,"[256, 2, 4, 251, 177, 147, 180, 244, 23, 216, 247, 252, 254]"
23:09:07,13,"[256, 2, 4, 251, 177, 147, 180, 244, 23, 216, 247, 252, 254]"
23:09:07,11,"[256, 4, 177, 147, 180, 244, 23, 216, 247, 252, 254]"
23:09:07,12,"[256, 258, 4, 251, 177, 147, 180, 244, 23, 247, 252, 254]"
23:09:07,11,"[256, 258, 4, 251, 177, 147, 180, 244, 23, 247, 252]"
23:09:07,13,"[256, 258, 4, 260, 251, 177, 147, 180, 244, 23, 216, 247, 252]"
23:09:07,12,"[256, 258, 4, 260, 177, 147, 180, 244, 23, 216, 247, 252]"
23:09:08,12,"[256, 258, 4, 260, 177, 147, 180, 244, 23, 216, 247, 252]"
23:09:08,12,"[256, 258, 4, 260, 177, 147, 180, 244, 23, 216, 247, 252]"
23:09:08,12,"[256, 258, 4, 260, 177, 147, 180, 244, 23, 216, 247, 252]"
23:09:08,12,"[256, 258, 4, 260, 177, 147, 180, 244, 23, 216, 247, 252]"
23:09:08,12,"[256, 258, 4, 260, 177, 147, 180, 244, 23, 216, 247, 252]"
23:09:08,12,"[256, 258, 4, 260, 177, 147, 180, 244, 23, 216, 247, 252]"
23:09:08,12,"[256, 2, 4, 260, 177, 147, 180, 244, 23, 216, 247, 252]"
23:09:08,12,"[256, 2, 4, 260, 177, 147, 180, 244, 23, 216, 247, 252]"
23:09:08,12,"[256, 2, 4, 260, 177, 147, 180, 244, 23, 216, 247, 252]"
23:09:08,12,"[256, 2, 4, 260, 177, 147, 180, 244, 23, 216, 247, 252]"
23:09:08,11,"[256, 2, 4, 260, 177, 147, 180, 244, 23, 216, 252]"
23:09:08,11,"[256, 2, 4, 260, 177, 147, 180, 244, 23, 216, 252]"
23:09:08,12,"[256, 2, 4, 260, 271, 177, 147, 180, 244, 23, 216, 252]"
23:09:08,13,"[256, 2, 4, 260, 271, 177, 147, 180, 244, 23, 216, 252, 254]"
23:09:08,13,"[256, 2, 4, 260, 271, 177, 147, 180, 244, 23, 216, 252, 254]"
23:09:08,13,"[256, 2, 4, 260, 271, 177, 147, 180, 244, 23, 216, 252, 254]"
23:09:08,13,"[256, 2, 4, 260, 271, 177, 147, 180, 244, 23, 216, 252, 254]"
23:09:08,13,"[256, 2, 260, 271, 177, 147, 180, 244, 23, 216, 247, 252, 254]"
23:09:08,13,"[256, 2, 260, 271, 177, 147, 180, 244, 23, 216, 247, 252, 254]"
23:09:08,12,"[256, 2, 260, 271, 177, 147, 180, 244, 23, 247, 252, 254]"
23:09:08,12,"[256, 2, 260, 271, 177, 147, 180, 244, 23, 247, 252, 254]"
23:09:08,12,"[256, 2, 260, 4, 271, 177, 147, 180, 244, 23, 247, 252]"
23:09:08,12,"[256, 2, 260, 4, 271, 177, 147, 180, 244, 23, 247, 252]"
23:09:08,13,"[256, 2, 260, 4, 271, 177, 147, 180, 244, 277, 23, 247, 252]"
23:09:08,13,"[256, 2, 260, 4, 271, 177, 147, 180, 244, 277, 23, 247, 252]"
23:09:08,13,"[256, 2, 260, 4, 271, 177, 147, 180, 244, 277, 23, 247, 252]"
23:09:09,12,"[256, 2, 260, 4, 271, 177, 147, 180, 244, 23, 247, 252]"
23:09:09,11,"[256, 2, 260, 271, 177, 147, 180, 244, 23, 247, 252]"
23:09:09,12,"[256, 2, 260, 4, 271, 177, 147, 180, 244, 23, 247, 252]"
23:09:09,13,"[256, 2, 260, 4, 271, 283, 177, 147, 180, 244, 23, 247, 252]"
23:09:09,12,"[256, 2, 260, 4, 271, 177, 147, 180, 244, 23, 283, 252]"
23:09:09,12,"[256, 2, 260, 4, 271, 177, 147, 180, 244, 23, 283, 252]"
23:09:09,12,"[256, 2, 260, 4, 271, 177, 147, 180, 244, 23, 283, 252]"
23:09:09,10,"[256, 2, 4, 271, 177, 147, 180, 244, 23, 252]"
23:09:09,10,"[256, 2, 4, 271, 177, 147, 180, 244, 23, 252]"
23:09:09,10,"[256, 2, 4, 271, 177, 147, 180, 244, 23, 252]"
23:09:09,11,"[256, 2, 4, 260, 271, 177, 147, 180, 244, 23, 252]"
23:09:09,11,"[256, 2, 4, 260, 271, 177, 147, 180, 244, 23, 252]"
23:09:09,11,"[256, 2, 4, 260, 271, 177, 147, 180, 244, 23, 252]"
